LocationID_ParentCorpID_LocationName lon lat location df_tx90p df_pdsisc df_coastalflood df_carbonprice df_zindex df_tbd3 notes
540_22_Davenport_IA_Facility1 -90.547427 41.52896 Davenport_IA_Facility1 tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
541_22_Davenport_IA_Facility2 -90.579457 41.534446 Davenport_IA_Facility2 tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
542_22_Alton_IL_Treatment -90.189806 38.890658 Alton_IL_Treatment tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
543_22_Champaign_IL_Treatment -88.278235 40.134147 Champaign_IL_Treatment tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
544_22_StLouis_IL_Storage -90.069212 38.592221 StLouis_IL_Storage tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
545_22_Granite_City_IL_Treatment -90.152135 38.71153 Granite_City_IL_Treatment tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
546_22_Pontiac_IL_Treatment -88.626726 40.877652 Pontiac_IL_Treatment tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
547_22_Streator_IL_Treatment -88.816178 41.090651 Streator_IL_Treatment tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
548_22_Urbana_IL_Facility -88.220918 40.117672 Urbana_IL_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
549_22_Crawfordsville_IN_Facility -86.845691 40.051725 Crawfordsville_IN_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
550_22_Franklin_IN_Facility -85.96945 39.501957 Franklin_IN_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
551_22_Jeffersonville_IN_Facility -85.707495 38.306055 Jeffersonville_IN_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
552_22_Kokomo_IN_Facility -86.152993 40.517276 Kokomo_IN_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
553_22_Kokomo_IN_Treatment -86.110719 40.486251 Kokomo_IN_Treatment tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
554_22_Muncie_IN_Treatment -85.3502 40.182273 Muncie_IN_Treatment tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
555_22_Noblesville_IN_Treatment1 -86.014462 40.048258 Noblesville_IN_Treatment1 tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
556_22_Noblesville_IN_Treatment2 -86.005995 40.080593 Noblesville_IN_Treatment2 tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
557_22_Richmond_IN_Treatment -84.877741 39.854753 Richmond_IN_Treatment tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
558_22_Seymour_IN_Treatment -85.897799 38.985615 Seymour_IN_Treatment tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
559_22_Terre_Haute_IN_Facility -87.417652 39.476694 Terre_Haute_IN_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
560_22_Lexington_KY_Facility -84.452265 37.978412 Lexington_KY_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
561_22_Lexington_KY_Treatment -84.464691 38.013202 Lexington_KY_Treatment tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
562_22_Millersburg_KY_Facility -84.152708 38.299434 Millersburg_KY_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
563_22_Owenton_KY_Facility -84.831671 38.542401 Owenton_KY_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
564_22_Fort_Meade_MD_Facility -76.756009 39.095733 Fort_Meade_MD_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
565_22_Laurel_MD_Facility -76.766949 39.094046 Laurel_MD_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
566_22_Florissant_MO_Facility -90.369321 38.819415 Florissant_MO_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
567_22_Jefferson_City_MO_Facility -92.144575 38.487829 Jefferson_City_MO_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
568_22_Joplin_MO_Facility -94.526656 37.068969 Joplin_MO_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
569_22_Wildwood_MO_Tank -90.627649 38.56492 Wildwood_MO_Tank tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
570_22_Absecon_NJ_Pumping -74.506747 39.431521 Absecon_NJ_Pumping tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
571_22_Bay_Head_NJ_Facility -74.045268 40.068623 Bay_Head_NJ_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
572_22_Bridgewater_NJ_Facility -74.56812 40.557994 Bridgewater_NJ_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
573_22_Cherry_Hill_NJ_Office -75.010132 39.87126 Cherry_Hill_NJ_Office tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
574_22_Cinnaminson_NJ_Facility -75.010872 40.000149 Cinnaminson_NJ_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
575_22_Edison_NJ_Facility -74.384567 40.580327 Edison_NJ_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
576_22_Galloway_NJ_Facility -74.473851 39.495854 Galloway_NJ_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
577_22_Voorhees_NJ_CorpHQ -74.973572 39.844806 Voorhees_NJ_CorpHQ tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
578_22_Washington_NJ_Well -74.958177 40.754461 Washington_NJ_Well tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
579_23_Pasadena_Ca -118.07816 34.150604 TetraTech_Corporate_Hqs tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
580_23_Adelaide_Austrailia 138.579038 -34.941184 TetraTech_Office tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
581_23_Arlington_Va -77.049347 38.862421 TetraTech_Office tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
582_23_Calgary_Canada -114.011847 50.978992 TetraTech_Office tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
583_23_London_UK -0.124669 51.523522 TetraTech_Office tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
584_23_New_York_NY -73.992461 40.749899 TetraTech_Office tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
585_23_Perth_Australia 115.948188 -31.994052 TetraTech_Office tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
586_23_Seattle_Wa -122.337484 47.612611 TetraTech_Office tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
587_23_Sydney_Australia 151.179142 -33.797494 TetraTech_Office tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
588_23_Vancouver_Canada -123.117638 49.285092 TetraTech_Office tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
589_24_Dallas_TX -96.719838 33.000033 Dallas_TX_Manufacturing tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
590_24_Dallas_TX_Hqs -96.754108 32.91133 Dallas_TX_Corporate_HQ tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
591_24_Houston_TX -95.64654 29.577199 Houston_TX_Manufacturing tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
592_24_Sherman_TX -96.607718 33.564773 Sherman_TX_Manufacturing tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
593_24_Tuscon_AZ -110.877891 32.217166 Tuscon_AZ_Manufacturing tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
594_24_Santa_Clara_CA -122.001924 37.374634 Canta_Clara_CA_Campus tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
595_24_Portland_ME -70.323116 43.642445 Portland_ME_Manufacturing tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
596_24_Chengdu_China 103.91396 30.777828 Chengdu_CHN_Manufacturing tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
597_24_Freising_Germany 11.772934 48.397623 Freising_GER_Manufacturing tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
598_24_Bangalore_India 77.659617 12.979098 Bangalore_IN_Manufacturing tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
599_24_Aizu_Japan 139.880746 37.543182 Aizu_JPN_Manufacturing tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
600_24_Miho_Japan 140.300312 36.02047 Miho_JPN_Manufacturing tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
601_24_Kuala_Lumpur_Malaysia 101.750979 3.1706 Kuala_Lumpur_MYS_Manufacturing tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
602_24_Melaka_Malaysia 102.26246 2.231796 Melaka_MYS_Manufacturing tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
603_24_Aguascalientes_Mexico -102.282139 21.841752 Aguascalientes_MEX_Manufacturing tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
604_24_Baguio_Philippines 120.621278 16.380886 Baguio_PHL_Manufacturing tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
605_24_Pampanga_Philippines 120.53744 15.199857 Pampanga_PHL_Manufacturing tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
606_24_Greenock_Sccotland -4.834365 55.943684 Greenock_SCO_Manufacturing tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
607_24_Taipei_Taiwan 121.50846 24.988009 Taipei_ROC_Manufacturing tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
608_25_Fountain_Inn_SC -82.230774 34.692778 Grainger_Distribution_Center tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
609_25_Macedonia_OH -81.468721 41.288233 Grainger_Distribution_Center tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
610_25_Bordentown_NJ -74.72319 40.125187 Grainger_Distribution_Center tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
611_25_Lake_Forest_IL -87.912772 42.236819 WW_Grainger_Corporate_Office tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
612_25_Jacksonville_FL -81.779208 30.383907 Grainger_Distribution_Center tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
613_25_Mira_Loma_CA -117.556566 34.002808 Grainger_Distribution_Center tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
614_25_Patterson_CA -121.174419 37.475186 Grainger_Distribution_Center tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
615_25_Kansas_City_MO -94.444569 39.157645 Grainger_Distribution_Center tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
616_25_Minooka_IL -88.279135 41.45918 Grainger_Warehouse tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
617_25_Roanoke_TX -97.250619 32.995232 Grainger_Warehouse tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
618_25_Tukwila_WA -122.23092 47.435493 Grainger_Warehouse tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
619_25_Southaven_MS -89.9905 34.923959 Grainger_Distribution_Center tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
620_25_Denver_CO -104.987896 39.821859 Grainger_Warehouse tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
621_25_Green_Bay_WI -88.034078 44.493123 Grainger_Warehouse tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
622_26_Colorado_Springs_CO -104.814791 39.014012 Data_Center tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
623_26_Mayfield_OH -81.443826 41.56318 Data_Center_Corporate_Campus tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
624_26_Phoenix_AZ -111.986623 33.406424 Call_Center_Corporate_Offices tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
625_26_Riverview_FL -82.344135 27.911146 Corporate_Offices tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
626_26_St_Petersbug_FL -82.344111 27.911335 Corporate_Offices tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
627_26_Austin_TX -97.698011 30.209404 Corporate_Offices tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
628_26_Sacramento_CA -121.279932 38.587792 Corporate_Offices tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
629_26_Mayfield_OH_2 -81.45815 41.509876 Coporate_Campus_II tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
