Location,TCFDCategoryName,TCFDSubCatName,RiskFactorName,ScenarioName,RiskYear,ValueAtRisk,ParentCorpID
Calamba_Philippines,  Physical Risk,Acute,Employee impacts ,RCP8.5,2060,4.03292,7
Calamba_Philippines,  Physical Risk,Acute,Employee impacts ,RCP8.5,2070,4.72329,7
Calamba_Philippines,  Physical Risk,Acute,Employee impacts ,RCP8.5,2080,5.33758,7
Calamba_Philippines,  Physical Risk,Acute,Employee impacts ,RCP8.5,2090,5.57676,7
Calamba_Philippines,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2010,3.2546,7
Calamba_Philippines,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2020,8.1624,7
Calamba_Philippines,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2030,25.8872,7
Calamba_Philippines,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2040,37.5333,7
Calamba_Philippines,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2050,46.4753,7
Calamba_Philippines,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2060,67.2154,7
Calamba_Philippines,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2070,78.7215,7
Calamba_Philippines,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2080,88.9597,7
Calamba_Philippines,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2090,92.946,7
Calamba_Philippines,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2010,0,7
Calamba_Philippines,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2020,0,7
Calamba_Philippines,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2030,0,7
Calamba_Philippines,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2040,0,7
Calamba_Philippines,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2050,0,7
Calamba_Philippines,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2060,0,7
Calamba_Philippines,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2070,0,7
Calamba_Philippines,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2080,0,7
Calamba_Philippines,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2090,0,7
Calamba_Philippines,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2010,0.520736,7
Calamba_Philippines,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2020,1.30598,7
Calamba_Philippines,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2030,4.14195,7
Calamba_Philippines,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2040,6.00533,7
Calamba_Philippines,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2050,7.43605,7
Calamba_Philippines,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2060,10.7545,7
Calamba_Philippines,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2070,12.5954,7
Calamba_Philippines,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2080,14.2336,7
Calamba_Philippines,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2090,14.8714,7
Calamba_Philippines,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2010,0.585828,7
Calamba_Philippines,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2020,1.46923,7
Calamba_Philippines,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2030,4.6597,7
Calamba_Philippines,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2040,6.75599,7
Calamba_Philippines,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2050,8.36555,7
Calamba_Philippines,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2060,12.0988,7
Calamba_Philippines,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2070,14.1699,7
Calamba_Philippines,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2080,16.0127,7
Calamba_Philippines,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2090,16.7303,7
